model	task	scope	id	name	predicate_kind	type	universe	facts	bytes	attempts	evaluation_ns	sparse_bytes	best_bytes
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	6	rf	0	relation	10	1	80	0	0	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	7	ext	0	relation	10	64	80	0	0	300	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	8	rfe	5	relation	10	1	80	1	69	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	9	fr	0	relation	10	1	80	0	0	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	10	co	0	relation	10	2	80	0	0	52	52
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	11	W	0	set	10	4	8	0	0	2	2
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	12	po	0	relation	10	12	80	0	0	92	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	13	loc	0	relation	10	13	80	0	0	96	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	14	R	0	set	10	1	8	0	0	2	2
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	15	F	0	set	10	0	8	0	0	2	2
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	16	SC	0	set	10	0	8	0	0	2	2
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	17	tc	0	relation	10	1	80	0	0	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	18	tj	0	relation	10	0	80	0	0	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	19	rmw	0	relation	10	0	80	0	0	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	20	fre	5	relation	10	1	80	1	86	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	21	coe	5	relation	10	2	80	1	88	52	52
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	22	$n0	2	relation	10	2	80	1	67	52	52
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	23	$n1	7	relation	10	4	80	1	112	60	60
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	24	$n2	3	relation	10	5	80	1	337	64	64
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	25	$n3	7	relation	10	4	80	1	163	60	60
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	26	$n4	3	relation	10	1	80	1	277	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	27	$n5	7	relation	10	1	80	1	108	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	28	$n6	3	relation	10	0	80	1	220	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	29	$n7	2	relation	10	0	80	1	74	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	30	$n8	7	relation	10	0	80	1	124	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	31	$n9	3	relation	10	0	80	1	432	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	32	$n10	3	relation	10	0	80	1	236	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	33	$n11	2	relation	10	0	80	1	71	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	34	$n12	5	set	10	0	8	1	218	2	2
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	35	$n13	7	relation	10	0	80	1	119	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	36	$n14	3	relation	10	0	80	1	216	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	37	$n15	7	relation	10	0	80	1	357	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	38	$n16	3	relation	10	0	80	1	195	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	39	$n17	11	relation	10	22	80	1	188	132	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	40	$n18	3	relation	10	3	80	1	518	56	56
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	41	$n19	11	relation	10	22	80	1	197	132	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	42	$n20	3	relation	10	12	80	1	286	92	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	43	$n21	11	relation	10	22	80	1	260	132	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	44	$n22	3	relation	10	0	80	1	913	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	45	$n23	11	relation	10	22	80	1	519	132	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	46	$n24	3	relation	10	0	80	1	257	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	47	$n25	2	relation	10	12	80	1	62	92	80
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	48	$n26	3	relation	10	0	80	1	248	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	49	$n27	5	relation	10	0	80	1	85	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	50	$n28	5	relation	10	0	80	1	285	44	44
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	51	$n29	2	relation	10	1	80	1	188	48	48
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	52	$n30	2	relation	10	2	80	1	95	52	52
pso	13-privatized_68-pfscan_protected_loop_minimal_interval_true.yml	predicate	53	$n31	2	relation	10	4	80	1	66	60	60
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	F	-1	set	28	0	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	R	-1	set	28	6	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	SC	-1	set	28	0	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	W	-1	set	28	17	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	co	-1	relation	28	31	224	0	0	240	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	ext	-1	relation	28	368	224	0	0	1588	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	fr	-1	relation	28	17	224	0	0	184	184
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	loc	-1	relation	28	155	224	0	0	736	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	po	-1	relation	28	135	224	0	0	656	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	rf	-1	relation	28	6	224	0	0	140	140
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	rmw	-1	relation	28	6	224	0	0	140	140
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	tc	-1	relation	28	1	224	0	0	120	120
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	base	-1	tj	-1	relation	28	0	224	0	0	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	0	com	2	relation	28	53	224	12	844	328	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	1	ww_loc	5	relation	28	10	224	12	978	156	156
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	2	ppo	2	relation	28	58	224	12	933	348	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	3	lifecycle	2	relation	28	16	224	12	946	180	180
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	4	order	2	relation	28	105	224	12	905	536	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	5	reach	12	relation	28	222	224	12	25333	1004	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	6	rf	0	relation	28	6	224	0	0	140	140
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	7	ext	0	relation	28	368	224	0	0	1588	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	8	rfe	5	relation	28	5	224	12	962	136	136
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	9	fr	0	relation	28	17	224	0	0	184	184
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	10	co	0	relation	28	31	224	0	0	240	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	11	W	0	set	28	17	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	12	po	0	relation	28	135	224	0	0	656	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	13	loc	0	relation	28	155	224	0	0	736	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	14	R	0	set	28	6	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	15	F	0	set	28	0	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	16	SC	0	set	28	0	8	0	0	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	17	tc	0	relation	28	1	224	0	0	120	120
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	18	tj	0	relation	28	0	224	0	0	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	19	rmw	0	relation	28	6	224	0	0	140	140
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	20	fre	5	relation	28	4	224	12	1112	132	132
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	21	coe	5	relation	28	21	224	12	1244	200	200
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	22	$n0	2	relation	28	22	224	12	867	204	204
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	23	$n1	7	relation	28	17	224	12	2333	184	184
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	24	$n2	3	relation	28	67	224	12	17531	384	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	25	$n3	7	relation	28	17	224	12	2354	184	184
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	26	$n4	3	relation	28	48	224	12	19720	308	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	27	$n5	7	relation	28	6	224	12	1898	140	140
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	28	$n6	3	relation	28	48	224	12	17009	308	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	29	$n7	2	relation	28	58	224	12	896	348	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	30	$n8	7	relation	28	0	224	12	1419	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	31	$n9	3	relation	28	0	224	12	23043	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	32	$n10	3	relation	28	0	224	12	15557	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	33	$n11	2	relation	28	58	224	12	937	348	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	34	$n12	5	set	28	0	8	12	1834	4	4
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	35	$n13	7	relation	28	0	224	12	1539	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	36	$n14	3	relation	28	0	224	12	15409	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	37	$n15	7	relation	28	0	224	12	3302	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	38	$n16	3	relation	28	0	224	12	15804	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	39	$n17	11	relation	28	163	224	12	3826	768	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	40	$n18	3	relation	28	1	224	12	26565	120	120
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	41	$n19	11	relation	28	163	224	12	3805	768	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	42	$n20	3	relation	28	16	224	12	15961	180	180
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	43	$n21	11	relation	28	163	224	12	4493	768	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	44	$n22	3	relation	28	0	224	12	28677	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	45	$n23	11	relation	28	163	224	12	9324	768	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	46	$n24	3	relation	28	0	224	12	16042	116	116
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	47	$n25	2	relation	28	74	224	12	849	412	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	48	$n26	3	relation	28	2	224	12	15837	124	124
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	49	$n27	5	relation	28	1	224	12	1100	120	120
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	50	$n28	5	relation	28	26	224	12	2222	220	220
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	51	$n29	2	relation	28	31	224	12	2032	240	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	52	$n30	2	relation	28	35	224	12	1069	256	224
pso	13-privatized_34-traces-minepp-L-needs-to-be-um_true.yml	predicate	53	$n31	2	relation	28	57	224	12	919	344	224
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	F	-1	set	36	0	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	R	-1	set	36	12	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	SC	-1	set	36	0	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	W	-1	set	36	20	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	co	-1	relation	36	52	288	0	0	356	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	ext	-1	relation	36	728	288	0	0	3060	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	fr	-1	relation	36	37	288	0	0	296	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	loc	-1	relation	36	298	288	0	0	1340	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	po	-1	relation	36	225	288	0	0	1048	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	rf	-1	relation	36	12	288	0	0	196	196
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	rmw	-1	relation	36	7	288	0	0	176	176
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	tc	-1	relation	36	1	288	0	0	152	152
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	base	-1	tj	-1	relation	36	0	288	0	0	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	0	com	2	relation	36	98	288	88	6395	540	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	1	ww_loc	5	relation	36	16	288	88	7199	212	212
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	2	ppo	2	relation	36	119	288	88	6648	624	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	3	lifecycle	2	relation	36	15	288	88	7099	208	208
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	4	order	2	relation	36	195	288	88	6602	928	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	5	reach	12	relation	36	606	288	88	333150	2572	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	6	rf	0	relation	36	12	288	0	0	196	196
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	7	ext	0	relation	36	728	288	0	0	3060	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	8	rfe	5	relation	36	11	288	88	7006	192	192
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	9	fr	0	relation	36	37	288	0	0	296	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	10	co	0	relation	36	52	288	0	0	356	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	11	W	0	set	36	20	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	12	po	0	relation	36	225	288	0	0	1048	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	13	loc	0	relation	36	298	288	0	0	1340	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	14	R	0	set	36	12	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	15	F	0	set	36	0	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	16	SC	0	set	36	0	8	0	0	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	17	tc	0	relation	36	1	288	0	0	152	152
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	18	tj	0	relation	36	0	288	0	0	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	19	rmw	0	relation	36	7	288	0	0	176	176
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	20	fre	5	relation	36	16	288	88	8430	212	212
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	21	coe	5	relation	36	36	288	88	9186	292	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	22	$n0	2	relation	36	46	288	88	6569	332	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	23	$n1	7	relation	36	20	288	88	17501	228	228
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	24	$n2	3	relation	36	93	288	88	207906	520	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	25	$n3	7	relation	36	20	288	88	18280	228	228
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	26	$n4	3	relation	36	56	288	88	227465	372	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	27	$n5	7	relation	36	12	288	88	16674	196	196
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	28	$n6	3	relation	36	103	288	88	205075	560	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	29	$n7	2	relation	36	119	288	88	6611	624	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	30	$n8	7	relation	36	0	288	88	11085	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	31	$n9	3	relation	36	0	288	88	268672	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	32	$n10	3	relation	36	0	288	88	187094	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	33	$n11	2	relation	36	119	288	88	6942	624	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	34	$n12	5	set	36	0	8	88	9534	5	5
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	35	$n13	7	relation	36	0	288	88	11309	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	36	$n14	3	relation	36	0	288	88	188215	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	37	$n15	7	relation	36	0	288	88	23578	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	38	$n16	3	relation	36	0	288	88	188074	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	39	$n17	11	relation	36	261	288	88	32765	1192	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	40	$n18	3	relation	36	1	288	88	298960	152	152
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	41	$n19	11	relation	36	261	288	88	76273	1192	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	42	$n20	3	relation	36	15	288	88	189180	208	208
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	43	$n21	11	relation	36	261	288	88	34359	1192	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	44	$n22	3	relation	36	0	288	88	309159	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	45	$n23	11	relation	36	261	288	88	46102	1192	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	46	$n24	3	relation	36	0	288	88	188023	148	148
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	47	$n25	2	relation	36	134	288	88	6029	684	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	48	$n26	3	relation	36	6	288	88	198902	172	172
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	49	$n27	5	relation	36	1	288	88	7962	152	152
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	50	$n28	5	relation	36	48	288	88	12286	340	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	51	$n29	2	relation	36	59	288	88	11063	384	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	52	$n30	2	relation	36	73	288	88	7885	440	288
pso	13-privatized_29-multiple-protecting2-vesal_true.yml	predicate	53	$n31	2	relation	36	110	288	88	6691	588	288
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	F	-1	set	35	0	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	R	-1	set	35	11	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	SC	-1	set	35	0	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	W	-1	set	35	14	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	co	-1	relation	35	31	280	0	0	268	268
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	ext	-1	relation	35	866	280	0	0	3608	280
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	fr	-1	relation	35	18	280	0	0	216	216
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	loc	-1	relation	35	181	280	0	0	868	280
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	po	-1	relation	35	127	280	0	0	652	280
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	rf	-1	relation	35	11	280	0	0	188	188
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	rmw	-1	relation	35	5	280	0	0	164	164
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	tc	-1	relation	35	3	280	0	0	156	156
pso	36-apron_21-traces-cluster-based_true.yml	base	-1	tj	-1	relation	35	0	280	0	0	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	0	com	2	relation	35	60	280	86	6194	384	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	1	ww_loc	5	relation	35	5	280	86	7552	164	164
pso	36-apron_21-traces-cluster-based_true.yml	predicate	2	ppo	2	relation	35	56	280	86	6458	368	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	3	lifecycle	2	relation	35	46	280	86	6959	328	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	4	order	2	relation	35	147	280	86	6642	732	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	5	reach	12	relation	35	498	280	86	309084	2136	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	6	rf	0	relation	35	11	280	0	0	188	188
pso	36-apron_21-traces-cluster-based_true.yml	predicate	7	ext	0	relation	35	866	280	0	0	3608	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	8	rfe	5	relation	35	11	280	86	7065	188	188
pso	36-apron_21-traces-cluster-based_true.yml	predicate	9	fr	0	relation	35	18	280	0	0	216	216
pso	36-apron_21-traces-cluster-based_true.yml	predicate	10	co	0	relation	35	31	280	0	0	268	268
pso	36-apron_21-traces-cluster-based_true.yml	predicate	11	W	0	set	35	14	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	predicate	12	po	0	relation	35	127	280	0	0	652	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	13	loc	0	relation	35	181	280	0	0	868	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	14	R	0	set	35	11	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	predicate	15	F	0	set	35	0	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	predicate	16	SC	0	set	35	0	8	0	0	5	5
pso	36-apron_21-traces-cluster-based_true.yml	predicate	17	tc	0	relation	35	3	280	0	0	156	156
pso	36-apron_21-traces-cluster-based_true.yml	predicate	18	tj	0	relation	35	0	280	0	0	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	19	rmw	0	relation	35	5	280	0	0	164	164
pso	36-apron_21-traces-cluster-based_true.yml	predicate	20	fre	5	relation	35	8	280	86	8248	176	176
pso	36-apron_21-traces-cluster-based_true.yml	predicate	21	coe	5	relation	35	26	280	86	9022	248	248
pso	36-apron_21-traces-cluster-based_true.yml	predicate	22	$n0	2	relation	35	29	280	86	6667	260	260
pso	36-apron_21-traces-cluster-based_true.yml	predicate	23	$n1	7	relation	35	14	280	86	16448	200	200
pso	36-apron_21-traces-cluster-based_true.yml	predicate	24	$n2	3	relation	35	31	280	86	187432	268	268
pso	36-apron_21-traces-cluster-based_true.yml	predicate	25	$n3	7	relation	35	14	280	86	17677	200	200
pso	36-apron_21-traces-cluster-based_true.yml	predicate	26	$n4	3	relation	35	13	280	86	212522	196	196
pso	36-apron_21-traces-cluster-based_true.yml	predicate	27	$n5	7	relation	35	11	280	86	16924	188	188
pso	36-apron_21-traces-cluster-based_true.yml	predicate	28	$n6	3	relation	35	51	280	86	188624	348	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	29	$n7	2	relation	35	56	280	86	6983	368	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	30	$n8	7	relation	35	0	280	86	11592	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	31	$n9	3	relation	35	0	280	86	236751	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	32	$n10	3	relation	35	0	280	86	172398	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	33	$n11	2	relation	35	56	280	86	6468	368	280
pso	36-apron_21-traces-cluster-based_true.yml	predicate	34	$n12	5	set	35	0	8	86	9975	5	5
pso	36-apron_21-traces-cluster-based_true.yml	predicate	35	$n13	7	relation	35	0	280	86	11714	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	36	$n14	3	relation	35	0	280	86	173372	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	37	$n15	7	relation	35	0	280	86	20049	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	38	$n16	3	relation	35	0	280	86	173586	144	144
pso	36-apron_21-traces-cluster-based_true.yml	predicate	39	$n17	11	relation	35	162	280	86	31904	792	280
